id,name,nationality,city,latitude,longitude,gender,ethnic.group,age,english.grade,math.grade,sciences.grade,language.grade,portfolio.rating,coverletter.rating,refletter.rating
149,Vincent Webster,United States of America,New York,40.71,-74.01,M,,23,2.0,3.7,3.4,5.0,4,3.0,5
130,Casey Buhr,United States of America,Phoenix,33.45,-112.07,M,,21,3.7,3.2,2.5,5.0,2,3.0,5
151,Patrick Carnes,United States of America,Mesa,33.42,-111.82,M,,22,2.4,3.5,3.6,5.0,3,5.0,5
99,Antonio Desai,Japan,Kawasaki,35.52,139.72,M,,22,2.2,3.9,3.9,3.0,5,4.0,5
87,Juan Guerrero Camacho,Mexico,Mexico,19.43,-99.14,M,,21,2.8,3.7,3.5,2.0,4,4.0,5
214,Christian Chow,China,Handan,36.57,114.53,M,,21,2.6,3.9,3.4,4.0,5,5.0,5
121,James Rice,Canada,Toronto,43.67,-79.42,M,,20,3.9,2.4,3.6,5.0,4,3.0,4
306,Dane Whittemore,Canada,Toronto,43.67,-79.42,M,,21,3.8,3.2,4.0,5.0,5,4.0,5
20,Rojesh Her,Japan,Tokyo,35.69,139.75,M,,22,3.8,3.6,3.6,2.0,4,4.0,3
188,Juanita Medina,Mexico,Mexico,19.43,-99.14,F,,22,3.8,3.9,3.7,4.0,3,5.0,4
71,Joseph Smith,United States of America,Sacramento,38.58,-121.49,M,,21,3.7,3.7,2.8,5.0,5,4.0,4
106,Ryan Barrett,United States of America,Chicago,41.85,-87.65,M,,20,3.7,3.2,4.0,5.0,5,4.0,1
270,Cody Amen,United States of America,Las Vegas,36.17,-115.14,M,,23,3.6,3.9,3.7,5.0,4,4.0,4
102,Lindsey Carter,United States of America,Redwood City,37.49,-122.24,F,,24,3.2,3.9,3.9,5.0,2,4.0,5
